age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target
49;admin.;single;primary;no;655;yes;no;cellular;13;may;32;5;-1;0;unknown;no
35;blue-collar;married;primary;no;159;yes;yes;cellular;12;may;826;1;-1;0;unknown;yes
53;technician;married;secondary;no;10185;no;no;cellular;23;mar;115;1;-1;0;unknown;yes
59;housemaid;married;primary;no;116;no;no;cellular;8;aug;129;4;-1;0;unknown;no
27;blue-collar;married;primary;no;202;no;yes;cellular;22;jul;41;1;-1;0;unknown;no
50;admin.;married;secondary;no;-1415;no;no;cellular;19;aug;358;2;-1;0;unknown;no
53;blue-collar;divorced;secondary;no;145;yes;no;unknown;8;may;193;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;1730;yes;no;cellular;4;feb;489;1;178;2;failure;yes
32;blue-collar;married;primary;no;1518;yes;no;telephone;6;feb;35;3;-1;0;unknown;no
30;management;single;tertiary;no;4808;no;no;cellular;10;mar;272;1;-1;0;unknown;yes
58;unemployed;divorced;secondary;no;7798;no;no;unknown;18;jun;247;5;-1;0;unknown;no
35;management;married;tertiary;no;82;no;no;cellular;8;aug;507;4;-1;0;unknown;yes
54;management;married;tertiary;no;3795;yes;yes;cellular;21;jul;381;1;-1;0;unknown;no
39;blue-collar;married;secondary;no;2467;no;no;cellular;19;jul;207;2;276;3;other;yes
34;self-employed;single;tertiary;no;462;no;no;cellular;21;aug;1877;3;-1;0;unknown;yes
42;blue-collar;married;unknown;no;524;no;no;unknown;17;jun;220;1;-1;0;unknown;no
49;technician;divorced;secondary;no;181;yes;no;unknown;28;may;230;8;-1;0;unknown;no
63;housemaid;married;primary;no;91;no;no;telephone;26;aug;128;3;-1;0;unknown;yes
55;housemaid;married;primary;no;0;no;no;cellular;13;aug;139;2;-1;0;unknown;no
32;self-employed;married;secondary;no;610;yes;no;unknown;28;may;75;6;-1;0;unknown;no
29;blue-collar;divorced;secondary;no;-19;yes;no;cellular;20;apr;712;4;-1;0;unknown;yes
68;retired;married;secondary;no;445;no;no;cellular;18;feb;475;1;-1;0;unknown;yes
33;management;single;tertiary;no;659;yes;no;cellular;19;nov;311;1;-1;0;unknown;no
36;technician;married;secondary;no;930;no;no;cellular;14;aug;175;2;-1;0;unknown;no
34;services;married;secondary;no;142;yes;no;unknown;8;may;159;4;-1;0;unknown;no
43;management;married;tertiary;no;2987;no;no;cellular;4;jun;156;1;85;3;failure;yes
40;management;married;tertiary;no;0;no;no;cellular;6;aug;131;2;98;6;success;yes
39;blue-collar;married;primary;no;295;yes;no;unknown;4;jun;38;1;-1;0;unknown;no
31;services;single;secondary;no;0;yes;no;cellular;17;apr;815;2;-1;0;unknown;no
38;admin.;married;tertiary;no;669;yes;yes;cellular;31;jul;129;2;-1;0;unknown;no
29;services;single;secondary;no;-32;no;yes;cellular;8;jul;510;1;-1;0;unknown;no
38;technician;married;secondary;no;61;yes;no;unknown;28;may;97;1;-1;0;unknown;no
60;blue-collar;married;primary;no;93;no;yes;unknown;27;may;125;4;-1;0;unknown;no
46;blue-collar;married;primary;no;2749;yes;no;cellular;17;nov;332;1;-1;0;unknown;no
38;blue-collar;divorced;secondary;no;1817;yes;no;cellular;28;jul;1096;4;-1;0;unknown;yes
58;retired;married;primary;no;69;no;no;cellular;29;aug;76;8;-1;0;unknown;no
46;technician;married;secondary;no;410;no;yes;cellular;21;nov;162;5;-1;0;unknown;no
48;management;married;tertiary;no;157;no;no;cellular;28;jan;417;4;-1;0;unknown;yes
44;entrepreneur;single;unknown;no;323;no;no;cellular;28;jul;332;2;181;2;failure;yes
71;retired;divorced;secondary;no;5584;no;no;cellular;21;aug;534;3;-1;0;unknown;yes
42;blue-collar;divorced;primary;no;301;yes;no;cellular;17;jul;1175;2;-1;0;unknown;yes
41;technician;single;secondary;no;2919;yes;no;unknown;16;may;329;3;-1;0;unknown;no
77;retired;married;secondary;no;4112;no;no;telephone;29;jul;426;1;184;3;success;yes
53;services;married;primary;no;6;no;no;cellular;22;aug;80;2;-1;0;unknown;no
26;admin.;single;secondary;yes;0;yes;no;cellular;16;jul;157;2;-1;0;unknown;no
33;blue-collar;married;secondary;no;1464;yes;no;unknown;23;may;588;3;-1;0;unknown;yes
47;services;divorced;secondary;no;201;yes;no;unknown;6;may;92;2;-1;0;unknown;no
34;services;divorced;secondary;no;89;yes;no;cellular;15;may;1871;4;-1;0;unknown;yes
28;blue-collar;single;secondary;no;524;yes;no;cellular;6;may;554;2;-1;0;unknown;yes
23;student;single;unknown;no;854;yes;no;unknown;28;may;664;2;-1;0;unknown;yes
39;admin.;divorced;secondary;no;-349;yes;no;unknown;5;may;611;2;-1;0;unknown;no
54;technician;married;unknown;no;240;yes;no;cellular;29;oct;142;1;-1;0;unknown;yes
47;admin.;married;secondary;no;368;no;no;cellular;21;may;403;1;87;6;success;yes
36;management;married;tertiary;no;96;no;no;cellular;30;jul;729;4;-1;0;unknown;yes
30;technician;single;secondary;no;2567;no;no;cellular;18;jun;813;4;-1;0;unknown;yes
28;blue-collar;married;secondary;no;0;yes;yes;unknown;3;jun;210;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;5060;no;no;cellular;10;feb;154;2;93;1;success;yes
36;management;married;tertiary;no;254;no;no;cellular;3;feb;303;2;-1;0;unknown;yes
29;management;single;tertiary;no;0;yes;no;unknown;28;may;112;7;-1;0;unknown;no
37;blue-collar;divorced;secondary;no;638;yes;no;cellular;8;may;326;1;326;2;success;no
33;management;divorced;tertiary;no;0;no;no;cellular;13;aug;305;2;-1;0;unknown;no
27;blue-collar;single;primary;no;265;yes;no;cellular;13;may;1119;2;-1;0;unknown;yes
57;retired;divorced;primary;no;2439;yes;no;unknown;14;may;32;1;-1;0;unknown;no
39;blue-collar;single;tertiary;no;172;yes;no;cellular;10;aug;248;1;131;1;success;no
43;management;married;secondary;no;445;no;no;cellular;22;aug;108;18;-1;0;unknown;no
42;unemployed;married;secondary;no;1990;yes;yes;unknown;19;may;13;1;-1;0;unknown;no
49;blue-collar;married;secondary;no;3309;yes;no;cellular;15;may;349;2;-1;0;unknown;no
35;admin.;married;secondary;no;1;yes;yes;cellular;5;may;58;1;-1;0;unknown;no
33;blue-collar;married;secondary;yes;-406;yes;yes;cellular;14;jul;332;2;-1;0;unknown;no
80;retired;married;primary;no;997;no;no;cellular;28;jan;151;1;91;3;success;yes
35;student;single;secondary;no;188;yes;no;cellular;16;feb;75;3;200;5;failure;yes
46;unemployed;married;secondary;no;926;no;no;cellular;7;jul;385;5;-1;0;unknown;yes
41;services;single;primary;no;5907;yes;no;cellular;7;may;198;1;167;5;failure;no
56;entrepreneur;married;tertiary;no;16125;no;no;telephone;21;nov;167;1;-1;0;unknown;no
28;blue-collar;married;secondary;no;1238;yes;no;unknown;14;may;246;1;-1;0;unknown;no
38;management;married;tertiary;no;1722;yes;no;cellular;10;jul;500;1;-1;0;unknown;yes
46;management;married;tertiary;yes;549;no;no;cellular;21;aug;87;8;-1;0;unknown;no
35;management;married;tertiary;no;-468;yes;no;cellular;30;jul;540;8;-1;0;unknown;yes
35;management;divorced;tertiary;no;146;no;no;cellular;6;aug;720;2;-1;0;unknown;yes
57;management;married;tertiary;no;334;yes;no;cellular;15;may;169;2;365;2;failure;no
30;blue-collar;married;secondary;no;119;yes;no;unknown;30;may;281;2;-1;0;unknown;no
33;services;single;secondary;no;489;yes;no;cellular;4;may;297;4;334;1;other;yes
39;admin.;divorced;secondary;no;-328;no;yes;cellular;31;jul;16;27;-1;0;unknown;no
76;housemaid;divorced;primary;no;1411;no;no;telephone;19;oct;233;2;187;3;success;yes
47;services;married;secondary;no;459;no;no;cellular;19;aug;599;3;-1;0;unknown;no
26;management;single;tertiary;no;1004;yes;no;unknown;30;may;228;2;-1;0;unknown;yes
41;management;married;secondary;no;456;yes;no;cellular;11;aug;734;4;-1;0;unknown;yes
31;management;single;tertiary;no;825;yes;no;unknown;21;may;506;2;-1;0;unknown;yes
49;services;married;secondary;no;7019;yes;no;cellular;2;jun;263;1;368;3;failure;yes
34;admin.;married;secondary;no;48;yes;no;cellular;7;may;1806;2;287;3;other;yes
26;blue-collar;married;primary;no;500;yes;no;unknown;15;may;21;6;-1;0;unknown;no
36;services;married;unknown;no;618;no;no;cellular;13;jul;360;1;335;2;success;yes
35;self-employed;married;secondary;no;5613;yes;no;cellular;28;jul;699;3;-1;0;unknown;yes
70;retired;married;primary;no;2795;no;no;cellular;8;jan;301;2;-1;0;unknown;yes
48;unknown;single;unknown;no;1819;no;no;cellular;2;sep;1440;1;458;1;failure;yes
44;technician;single;secondary;no;27;no;no;unknown;1;jul;723;2;-1;0;unknown;no
39;technician;single;unknown;no;45248;yes;no;unknown;6;may;1623;1;-1;0;unknown;yes
54;management;married;tertiary;no;534;no;no;cellular;1;jun;177;2;-1;0;unknown;yes
39;technician;single;tertiary;no;-41;no;yes;cellular;25;aug;40;15;-1;0;unknown;no
45;admin.;divorced;tertiary;no;1506;no;no;cellular;28;jul;365;4;-1;0;unknown;yes
51;management;single;tertiary;no;8265;yes;no;cellular;21;nov;168;3;-1;0;unknown;no
36;technician;single;secondary;no;4136;yes;no;unknown;30;may;812;3;-1;0;unknown;yes
27;technician;single;secondary;no;-437;no;no;cellular;4;feb;352;1;216;2;other;no
32;management;single;tertiary;no;1831;yes;no;cellular;20;apr;86;2;-1;0;unknown;no
33;technician;married;secondary;no;180;no;no;cellular;4;aug;561;1;435;3;failure;yes
24;student;single;secondary;no;125;no;no;cellular;9;nov;263;1;90;1;failure;yes
37;management;married;tertiary;no;2987;yes;no;cellular;15;feb;93;1;91;9;failure;yes
27;unemployed;single;primary;no;9;no;yes;cellular;9;jul;919;2;-1;0;unknown;yes
75;retired;married;primary;no;1765;no;no;telephone;14;sep;808;1;187;4;failure;yes
24;services;single;secondary;no;638;yes;yes;cellular;7;may;792;3;-1;0;unknown;yes
40;unemployed;single;tertiary;no;7968;no;no;cellular;2;jun;596;1;-1;0;unknown;yes
37;technician;single;secondary;no;1130;no;no;cellular;26;feb;152;1;-1;0;unknown;yes
83;retired;married;primary;no;425;no;no;telephone;22;jun;883;1;140;1;failure;yes
21;technician;single;secondary;no;519;no;no;unknown;4;oct;5;1;-1;0;unknown;no
37;admin.;married;tertiary;no;3913;yes;no;cellular;27;apr;124;1;-1;0;unknown;yes
31;management;single;tertiary;no;-208;yes;yes;cellular;20;nov;251;4;-1;0;unknown;no
40;technician;single;secondary;no;360;yes;no;unknown;9;may;73;1;-1;0;unknown;no
42;management;married;tertiary;no;372;yes;no;cellular;4;aug;153;3;1;2;success;yes
35;admin.;married;tertiary;no;286;no;no;cellular;30;apr;949;2;-1;0;unknown;yes
59;blue-collar;married;primary;no;-546;no;no;cellular;25;aug;1152;6;-1;0;unknown;yes
34;admin.;single;secondary;no;303;no;no;cellular;21;dec;94;3;200;6;success;no
35;services;single;primary;no;167;no;yes;cellular;11;jul;614;2;-1;0;unknown;yes
26;admin.;single;secondary;no;255;no;no;cellular;30;apr;457;1;80;1;success;yes
38;management;married;tertiary;no;4174;no;no;cellular;23;oct;336;2;184;5;failure;yes
29;blue-collar;single;tertiary;no;455;no;no;telephone;21;apr;403;1;-1;0;unknown;yes
48;services;divorced;secondary;no;-361;yes;no;cellular;12;may;1062;3;349;3;other;yes
42;technician;single;secondary;no;1364;yes;no;unknown;15;may;1867;6;-1;0;unknown;yes
39;technician;married;secondary;no;6;yes;no;cellular;18;may;122;3;357;4;failure;no
36;technician;single;secondary;no;265;yes;yes;cellular;2;feb;88;1;273;1;failure;no
33;management;married;tertiary;no;876;no;no;unknown;20;may;1287;2;-1;0;unknown;no
34;admin.;single;secondary;no;1;yes;no;cellular;9;feb;185;7;280;1;other;no
28;self-employed;married;tertiary;no;232;yes;yes;cellular;20;apr;219;1;-1;0;unknown;no
20;student;single;unknown;no;829;no;no;cellular;27;jan;196;3;202;2;success;yes
44;admin.;married;primary;no;248;yes;no;unknown;14;may;234;1;-1;0;unknown;no
46;management;divorced;tertiary;no;-130;yes;no;cellular;24;mar;144;2;-1;0;unknown;yes
42;housemaid;single;secondary;no;284;yes;no;cellular;17;apr;134;3;-1;0;unknown;no
44;management;married;tertiary;no;-1636;yes;yes;cellular;11;may;257;1;-1;0;unknown;no
52;services;married;secondary;no;659;no;no;cellular;27;oct;113;1;-1;0;unknown;yes
37;management;single;tertiary;no;131;no;no;telephone;14;aug;293;2;-1;0;unknown;no
51;management;married;tertiary;no;333;no;yes;cellular;17;jul;234;1;-1;0;unknown;no
60;blue-collar;married;unknown;no;2090;yes;no;cellular;7;may;957;2;-1;0;unknown;yes
35;technician;single;secondary;no;344;no;no;cellular;27;aug;519;16;-1;0;unknown;yes
51;self-employed;single;tertiary;no;0;yes;no;cellular;11;jul;139;2;-1;0;unknown;no
37;technician;divorced;secondary;no;0;yes;no;cellular;16;jul;46;1;-1;0;unknown;no
39;management;single;tertiary;no;375;yes;no;unknown;8;may;66;2;-1;0;unknown;no
77;retired;married;primary;no;1492;no;no;telephone;1;sep;663;1;208;2;other;no
44;services;divorced;secondary;no;608;yes;yes;unknown;18;jun;19;30;-1;0;unknown;no
32;management;married;tertiary;no;905;no;no;cellular;12;feb;666;4;-1;0;unknown;yes
37;entrepreneur;married;tertiary;yes;-456;yes;yes;unknown;20;jun;42;7;-1;0;unknown;no
36;technician;single;secondary;yes;12;no;no;cellular;12;aug;587;2;-1;0;unknown;yes
31;blue-collar;married;secondary;no;0;no;no;telephone;23;jul;36;1;-1;0;unknown;no
34;admin.;divorced;secondary;no;0;no;no;cellular;10;jul;268;1;-1;0;unknown;no
39;blue-collar;married;secondary;no;1969;no;no;cellular;21;nov;63;2;-1;0;unknown;no
29;student;single;tertiary;no;5;no;no;cellular;15;jul;889;5;-1;0;unknown;yes
32;technician;married;secondary;no;348;yes;no;cellular;17;jul;926;1;-1;0;unknown;yes
58;technician;married;unknown;no;1617;yes;no;cellular;5;feb;109;4;274;2;failure;no
35;technician;married;secondary;no;0;no;no;cellular;11;jul;271;2;-1;0;unknown;no
45;management;married;secondary;no;446;no;no;cellular;6;aug;304;3;-1;0;unknown;yes
38;services;single;secondary;no;2253;yes;no;cellular;13;may;937;3;-1;0;unknown;yes
39;management;married;tertiary;no;-17;yes;yes;cellular;28;aug;908;1;-1;0;unknown;yes
43;services;married;primary;no;2557;yes;no;telephone;15;apr;165;2;327;3;failure;yes
31;management;married;tertiary;no;81;yes;no;cellular;29;oct;164;2;-1;0;unknown;yes
34;entrepreneur;married;tertiary;no;146;yes;no;cellular;14;jul;788;2;-1;0;unknown;yes
28;student;single;secondary;no;1925;no;no;cellular;25;nov;487;1;97;2;failure;yes
57;unknown;married;unknown;no;106;no;no;unknown;12;may;836;4;-1;0;unknown;no
39;unemployed;married;primary;no;7005;yes;no;cellular;28;jul;429;2;184;3;success;yes
62;management;married;tertiary;no;0;no;no;cellular;3;sep;299;1;-1;0;unknown;yes
48;entrepreneur;married;tertiary;no;354;yes;no;cellular;9;feb;37;4;-1;0;unknown;no
29;admin.;single;secondary;no;1070;yes;no;unknown;19;may;30;1;357;1;other;yes
58;blue-collar;married;primary;no;494;no;no;cellular;14;aug;171;10;-1;0;unknown;no
54;retired;married;primary;no;0;yes;no;cellular;11;jul;159;2;-1;0;unknown;no
28;technician;single;tertiary;no;3623;no;no;cellular;10;mar;261;1;-1;0;unknown;yes
67;retired;married;primary;no;2;no;no;cellular;28;oct;1118;1;-1;0;unknown;no
30;blue-collar;married;primary;no;201;yes;no;cellular;31;aug;219;1;157;12;failure;yes
55;housemaid;divorced;primary;no;77;no;no;cellular;31;jul;463;6;-1;0;unknown;yes
49;technician;married;secondary;no;412;no;no;cellular;19;aug;1293;8;-1;0;unknown;yes
58;blue-collar;married;secondary;no;0;no;no;cellular;18;aug;27;17;-1;0;unknown;no
35;unemployed;single;secondary;no;0;no;no;cellular;30;jul;740;3;-1;0;unknown;no
51;management;married;tertiary;no;3463;no;yes;cellular;13;jul;371;2;166;3;other;yes
25;student;single;secondary;no;1747;yes;no;cellular;24;jul;903;1;-1;0;unknown;yes
51;blue-collar;married;primary;no;230;yes;no;cellular;17;nov;174;1;195;1;failure;no
29;student;single;secondary;no;459;no;no;cellular;15;dec;279;3;189;19;other;yes
37;technician;single;secondary;no;-242;yes;no;cellular;13;aug;1149;6;-1;0;unknown;yes
49;technician;married;secondary;no;0;no;yes;cellular;8;jul;120;3;-1;0;unknown;no
45;technician;married;secondary;no;1348;no;yes;cellular;1;apr;358;2;-1;0;unknown;yes
72;retired;married;secondary;no;951;no;yes;cellular;12;mar;229;3;339;1;failure;yes
39;admin.;single;secondary;no;163;yes;no;cellular;30;jan;107;2;-1;0;unknown;no
26;technician;single;secondary;no;223;no;yes;cellular;21;jul;1002;3;-1;0;unknown;yes
43;entrepreneur;married;secondary;no;104;yes;no;cellular;18;jul;635;3;-1;0;unknown;yes
30;blue-collar;single;secondary;no;0;yes;no;cellular;14;jul;768;2;-1;0;unknown;no
61;retired;divorced;primary;no;3624;no;no;cellular;25;nov;342;1;-1;0;unknown;yes
46;management;single;tertiary;no;655;no;yes;unknown;4;jul;68;1;-1;0;unknown;no
28;admin.;divorced;secondary;no;785;yes;no;unknown;8;may;442;2;-1;0;unknown;yes
37;admin.;married;tertiary;no;1995;yes;no;cellular;11;aug;48;2;-1;0;unknown;no
29;technician;married;tertiary;no;4557;no;no;cellular;28;jan;103;2;-1;0;unknown;no
59;retired;married;secondary;no;3812;yes;no;telephone;11;jul;498;2;-1;0;unknown;no
52;technician;married;unknown;no;370;yes;no;cellular;15;jul;101;2;-1;0;unknown;no
49;technician;divorced;secondary;yes;-757;yes;yes;unknown;2;jun;68;1;-1;0;unknown;no
25;admin.;single;tertiary;no;407;yes;no;unknown;3;jun;579;1;-1;0;unknown;no
30;management;married;tertiary;no;112;yes;no;cellular;29;jan;464;2;258;1;other;no
36;blue-collar;married;secondary;no;1193;no;no;cellular;30;oct;640;1;-1;0;unknown;yes
55;blue-collar;married;secondary;no;0;no;no;unknown;16;jun;73;3;-1;0;unknown;no
37;unemployed;married;secondary;no;1978;no;no;cellular;11;mar;335;1;-1;0;unknown;yes
27;management;single;primary;yes;13;no;no;cellular;30;jan;475;3;-1;0;unknown;yes
41;technician;married;secondary;no;4004;no;no;cellular;17;apr;314;2;-1;0;unknown;yes
38;blue-collar;single;secondary;no;0;yes;no;cellular;12;may;84;3;-1;0;unknown;no
52;blue-collar;married;primary;no;990;no;no;cellular;21;aug;96;2;-1;0;unknown;no
43;management;married;tertiary;no;1429;yes;no;cellular;19;nov;1015;1;198;2;other;yes
59;retired;married;secondary;no;6888;no;no;telephone;20;nov;1025;2;-1;0;unknown;yes
32;admin.;married;secondary;no;205;no;no;cellular;18;jul;197;3;-1;0;unknown;no
47;self-employed;married;secondary;no;4420;yes;yes;cellular;20;nov;454;1;-1;0;unknown;yes
30;blue-collar;single;secondary;no;2145;yes;no;cellular;18;may;727;2;-1;0;unknown;yes
64;retired;married;secondary;no;5966;yes;no;cellular;22;jun;983;1;-1;0;unknown;yes
26;technician;single;secondary;no;354;no;no;cellular;16;jul;586;1;-1;0;unknown;yes
31;management;single;tertiary;no;307;no;no;cellular;8;jul;361;1;229;2;failure;yes
25;management;single;tertiary;no;808;no;no;cellular;18;sep;267;2;114;2;failure;yes
55;self-employed;married;secondary;no;-196;yes;no;unknown;20;may;210;2;-1;0;unknown;no
33;management;married;secondary;no;369;no;no;cellular;11;feb;446;1;-1;0;unknown;yes
30;technician;divorced;secondary;no;3028;yes;no;cellular;28;aug;65;5;-1;0;unknown;no
52;management;married;tertiary;no;7135;no;no;cellular;19;aug;1032;3;-1;0;unknown;yes
27;management;single;tertiary;no;1720;no;no;cellular;15;jun;910;1;224;3;success;yes
39;entrepreneur;married;secondary;no;156;no;yes;unknown;17;jun;76;2;-1;0;unknown;no
43;technician;married;secondary;no;1358;no;no;cellular;10;mar;159;3;-1;0;unknown;yes
25;admin.;single;tertiary;no;1185;no;no;cellular;7;oct;290;1;114;1;failure;yes
56;technician;married;secondary;no;589;yes;no;unknown;29;may;535;2;-1;0;unknown;yes
35;technician;single;secondary;no;1693;yes;no;cellular;10;feb;515;1;-1;0;unknown;yes
39;blue-collar;single;primary;no;581;yes;no;cellular;7;apr;620;1;39;2;success;no
37;blue-collar;married;primary;no;213;no;yes;unknown;5;jun;323;1;-1;0;unknown;no
41;blue-collar;divorced;primary;no;664;no;yes;cellular;15;jul;955;5;-1;0;unknown;yes
53;services;married;tertiary;no;-3;no;no;cellular;8;aug;133;2;-1;0;unknown;no
44;services;single;secondary;no;618;no;no;cellular;12;may;193;1;-1;0;unknown;yes
47;admin.;married;secondary;no;3676;no;no;cellular;15;jul;415;2;342;1;other;yes
29;technician;single;secondary;no;6;no;no;cellular;25;may;315;1;-1;0;unknown;yes
37;services;divorced;secondary;no;49;yes;no;unknown;16;may;619;2;-1;0;unknown;yes
40;technician;married;secondary;no;1159;no;no;telephone;21;oct;19;1;-1;0;unknown;no
54;retired;married;secondary;no;6449;no;no;unknown;19;jun;487;1;-1;0;unknown;no
28;admin.;single;secondary;no;352;yes;yes;cellular;18;may;431;1;-1;0;unknown;yes
45;admin.;married;secondary;no;153;no;no;cellular;5;aug;277;1;-1;0;unknown;yes
32;blue-collar;married;secondary;no;95;yes;no;unknown;5;jun;77;2;-1;0;unknown;no
69;retired;divorced;primary;no;482;no;no;cellular;2;jul;260;2;-1;0;unknown;yes
27;technician;single;tertiary;no;-67;yes;no;cellular;6;apr;604;3;236;2;failure;yes
27;technician;single;tertiary;no;11862;no;no;cellular;20;aug;217;1;87;6;failure;yes
28;unemployed;single;secondary;no;1055;no;no;cellular;28;jan;196;1;-1;0;unknown;no
30;management;single;secondary;no;460;yes;no;cellular;18;nov;86;1;-1;0;unknown;no
59;retired;divorced;secondary;no;5845;no;no;cellular;14;may;1060;2;-1;0;unknown;yes
52;blue-collar;married;secondary;no;955;no;yes;cellular;17;jun;301;2;134;4;success;yes
46;management;married;primary;no;357;yes;yes;unknown;19;may;221;2;-1;0;unknown;no
36;management;married;tertiary;no;203;no;no;cellular;29;oct;139;1;-1;0;unknown;yes
53;management;married;tertiary;no;761;no;yes;cellular;28;aug;85;6;-1;0;unknown;no
46;technician;single;secondary;no;5862;no;no;cellular;1;jun;84;1;-1;0;unknown;yes
46;admin.;single;secondary;no;751;yes;no;unknown;13;may;104;2;-1;0;unknown;no
59;housemaid;married;primary;no;509;no;yes;telephone;23;jul;67;2;-1;0;unknown;no
54;technician;single;tertiary;no;1433;yes;yes;unknown;18;jun;18;20;-1;0;unknown;no
63;management;married;tertiary;no;5112;no;no;telephone;13;nov;2184;2;95;3;failure;yes
60;admin.;married;secondary;no;106;no;no;cellular;24;feb;137;1;187;4;success;yes
28;admin.;single;secondary;no;0;yes;yes;cellular;18;may;390;5;-1;0;unknown;yes
44;management;married;unknown;no;2724;no;no;cellular;28;dec;893;1;-1;0;unknown;yes
26;admin.;single;secondary;no;255;no;no;cellular;14;aug;209;2;106;2;success;yes
50;blue-collar;married;secondary;no;1293;no;yes;cellular;8;jul;82;1;-1;0;unknown;no
31;management;married;tertiary;no;-181;yes;no;cellular;8;may;127;1;170;2;failure;no
46;blue-collar;married;primary;no;1666;yes;no;unknown;9;jun;94;13;-1;0;unknown;no
39;blue-collar;divorced;unknown;no;463;yes;no;cellular;18;may;169;1;-1;0;unknown;no
48;entrepreneur;married;secondary;no;151;no;no;cellular;16;jul;191;1;-1;0;unknown;no
63;technician;married;secondary;no;973;no;no;cellular;25;feb;318;1;388;1;success;yes
33;management;married;tertiary;no;289;no;no;cellular;23;sep;333;1;-1;0;unknown;no
48;blue-collar;single;primary;no;623;yes;no;cellular;2;feb;1425;2;-1;0;unknown;yes
36;blue-collar;married;primary;no;347;no;no;cellular;4;feb;167;2;-1;0;unknown;no
34;management;single;unknown;no;6013;yes;no;cellular;18;may;612;1;-1;0;unknown;yes
32;technician;married;secondary;no;1547;no;no;cellular;26;oct;289;1;805;4;other;yes
50;unemployed;married;secondary;no;306;yes;no;unknown;4;jun;117;1;-1;0;unknown;no
49;technician;married;secondary;no;626;yes;no;cellular;25;aug;90;4;-1;0;unknown;no
33;admin.;single;secondary;no;572;yes;no;cellular;14;apr;344;1;74;2;failure;yes
43;admin.;single;secondary;no;1707;yes;no;cellular;6;sep;369;3;504;5;other;yes
35;blue-collar;married;secondary;no;1055;no;no;unknown;18;nov;150;2;-1;0;unknown;yes
49;blue-collar;married;secondary;no;1039;yes;no;cellular;14;may;156;2;178;1;failure;no
35;management;single;tertiary;no;68;no;no;unknown;6;jun;1085;1;-1;0;unknown;yes
27;blue-collar;single;secondary;no;-247;no;yes;cellular;22;jul;264;1;-1;0;unknown;no
35;management;married;tertiary;no;991;yes;no;cellular;6;may;1489;3;-1;0;unknown;yes
57;management;married;tertiary;no;830;yes;yes;cellular;8;may;662;1;367;1;success;yes
57;retired;divorced;primary;no;63;no;yes;cellular;25;jul;1448;17;-1;0;unknown;yes
51;blue-collar;divorced;secondary;no;78;yes;no;unknown;27;may;723;2;-1;0;unknown;no
51;admin.;single;secondary;no;3132;no;no;unknown;13;may;459;1;-1;0;unknown;no
34;management;married;tertiary;no;1778;no;no;cellular;4;nov;358;1;162;2;failure;yes
44;unemployed;single;primary;yes;-4;no;yes;cellular;30;jul;788;2;-1;0;unknown;yes
41;blue-collar;married;primary;no;293;yes;yes;cellular;7;may;102;1;-1;0;unknown;no
52;management;married;tertiary;no;4504;yes;no;cellular;17;nov;268;2;-1;0;unknown;no
68;retired;married;tertiary;no;2812;no;no;cellular;3;aug;392;4;181;3;success;yes
36;blue-collar;married;secondary;no;520;yes;no;unknown;23;may;110;2;-1;0;unknown;no
48;management;married;tertiary;no;4852;no;no;cellular;26;aug;41;11;-1;0;unknown;no
47;blue-collar;married;primary;no;205;yes;no;unknown;8;may;128;2;-1;0;unknown;no
30;services;married;tertiary;no;1019;no;no;cellular;4;feb;155;1;234;1;other;no
42;admin.;divorced;secondary;no;23;no;yes;unknown;27;jun;397;1;-1;0;unknown;no
42;entrepreneur;married;tertiary;no;233;no;no;cellular;5;feb;446;1;-1;0;unknown;no
56;blue-collar;married;primary;no;3498;no;no;cellular;15;apr;264;2;-1;0;unknown;yes
26;entrepreneur;single;tertiary;no;725;no;no;cellular;5;feb;1916;2;189;29;other;yes
32;admin.;single;secondary;no;212;no;no;cellular;7;jul;830;5;-1;0;unknown;yes
40;management;divorced;secondary;no;-626;yes;no;cellular;7;jul;140;4;-1;0;unknown;no
54;self-employed;married;secondary;no;9;yes;no;cellular;22;jul;113;2;-1;0;unknown;no
32;services;single;secondary;no;48;yes;yes;cellular;18;nov;132;1;-1;0;unknown;no
60;retired;married;unknown;no;2150;yes;yes;cellular;9;jul;119;1;-1;0;unknown;no
53;blue-collar;married;secondary;no;314;yes;no;unknown;28;may;184;2;-1;0;unknown;no
25;blue-collar;single;primary;no;292;yes;yes;cellular;18;may;1027;2;-1;0;unknown;yes
28;unknown;single;unknown;no;326;no;no;cellular;11;oct;450;1;231;1;success;yes
24;management;single;tertiary;no;2845;no;no;cellular;30;apr;779;2;-1;0;unknown;yes
33;management;single;primary;no;4897;yes;no;unknown;20;may;151;1;-1;0;unknown;no
30;management;married;tertiary;no;10884;no;no;cellular;4;may;333;2;-1;0;unknown;yes
39;services;married;secondary;no;2843;yes;no;unknown;19;jun;585;1;-1;0;unknown;yes
24;student;single;secondary;no;822;no;no;cellular;27;oct;184;1;91;2;failure;yes
25;blue-collar;single;primary;no;6100;yes;no;unknown;26;jun;45;2;-1;0;unknown;no
35;technician;divorced;secondary;no;103;yes;no;cellular;21;jul;304;1;-1;0;unknown;no
